head,type,value,tail_pos,tail_neg
952,1,2,455,1390
952,3,428,204,647
117,1,1,455,479
117,3,416,238,73
237,1,6,70,1138
237,3,284,405,994
283,1,6,483,1279
283,3,87,22,73
24,1,2,209,1133
24,2,27,455,804
24,3,92,455,1204
676,1,6,164,1421
676,3,697,509,451
1012,1,6,83,825
13,1,8,875,1239
13,2,15,514,1270
151,1,1,473,893
111,1,17,222,1018
111,3,395,222,2
20,1,6,98,3
20,3,77,286,195
455,1,1,181,825
455,2,27,24,1529
455,3,92,24,1190
286,1,6,100,1281
286,3,77,20,51
14,1,6,676,1489
1009,1,6,196,1456
147,1,6,98,588
121,1,1,82,1208
121,3,298,82,1144
290,1,2,514,50
290,3,534,168,1054
235,1,2,70,350
1016,1,3,228,816
473,1,0,71,725
473,2,93,91,296
473,3,261,70,437
405,1,1,50,1490
405,2,77,76,37
405,3,860,273,1226
281,1,1,250,251
281,2,246,302,65
546,1,5,1073,785
546,2,258,298,1616
546,3,12,125,945
252,1,9,179,725
252,2,84,318,958
252,3,298,82,897
225,1,2,455,1111
225,3,736,443,1041
21,1,3,568,1648
98,1,6,528,1656
98,3,271,729,940
238,1,2,605,1657
238,2,82,100,1523
238,3,416,117,1309
509,1,6,199,665
509,3,697,676,114
114,1,6,65,484
511,1,13,509,664
511,2,192,199,1082
511,3,656,199,1616
191,1,6,463,172
191,2,188,508,1286
12,1,6,196,954
12,3,45,699,1284
474,1,2,24,1261
474,2,150,188,390
188,1,6,528,1614
188,2,150,135,234
64,1,6,125,1470
64,3,207,651,715
171,1,5,147,188
318,1,16,528,1399
318,2,84,252,1278
318,3,944,729,541
527,1,6,98,1431
527,3,316,318,820
55,1,3,181,714
199,1,6,258,673
199,2,192,511,599
199,3,656,511,1535
423,1,9,183,1258
423,2,84,318,1203
56,1,6,443,751
56,2,5,3,967
56,3,12,125,597
168,1,2,225,50
168,2,9,7,263
168,3,534,290,1588
204,1,2,464,299
204,2,68,69,849
204,3,428,952,726
176,1,3,190,387
176,2,98,164,560
176,3,566,164,500
483,1,6,83,128
483,3,861,498,124
134,1,6,286,144
172,1,1,250,1122
172,3,192,181,829
8,1,2,4,1226
22,1,13,190,1428
22,3,87,283,1172
59,1,6,815,687
498,1,6,357,1444
498,3,861,483,1650
651,1,6,65,931
651,3,420,173,1531
170,1,6,98,294
209,1,2,815,1113
209,2,181,173,728
195,1,3,172,657
195,2,98,176,1655
195,3,566,164,328
70,1,8,13,1201
70,3,260,275,1629
180,1,6,216,868
180,2,138,127,38
180,3,438,125,608
196,1,6,9,422
196,3,647,955,76
69,1,6,729,1185
69,2,68,258,537
69,3,0,28,1605
76,1,6,98,368
76,2,77,405,313
76,3,282,273,1205
955,1,6,699,369
955,2,660,959,1108
955,3,647,196,1303
44,1,6,199,530
44,3,169,81,196
228,1,3,568,871
1077,1,4,1073,1250
1077,3,762,237,1112
89,1,9,298,654
89,2,91,183,403
89,3,193,181,207
210,1,12,172,1237
210,2,84,318,144
210,3,193,89,898
4,1,2,3,860
4,3,12,546,792
215,1,12,172,924
215,3,393,182,77
71,1,1,210,935
71,3,264,651,1173
157,1,6,475,996
157,3,547,286,1298
190,1,3,250,892
190,2,85,83,134
65,1,6,44,424
153,1,2,237,223
153,3,535,290,618
521,1,6,237,395
521,3,592,273,1616
357,1,6,509,826
357,2,188,191,1471
173,1,1,71,1230
173,2,181,216,1083
173,3,326,91,1631
1073,1,5,1131,1261
1073,2,381,475,1434
1073,3,1324,475,733
582,1,6,285,1361
582,3,17,238,355
144,1,4,82,1456
144,3,25,7,41
466,1,6,59,728
466,3,416,298,611
514,1,2,1012,923
514,2,15,13,408
96,1,4,76,1257
96,2,98,176,595
96,3,343,195,345
856,1,6,215,1549
856,3,712,676,1030
183,1,9,7,649
183,2,91,89,442
183,3,16,176,1679
512,1,12,463,470
174,1,1,199,59
174,2,84,82,1516
174,3,193,50,1529
463,1,6,179,858
164,1,9,183,755
164,2,98,176,565
164,3,566,176,82
179,1,6,729,824
179,2,150,474,634
83,1,8,1009,1073
83,2,85,190,1286
83,3,301,116,773
132,1,12,168,370
132,3,460,605,600
699,1,8,216,944
699,3,712,856,190
443,1,6,483,976
443,3,736,225,237
135,1,1,204,433
135,2,150,179,629
528,1,6,955,1471
528,3,702,213,1410
568,1,3,190,1038
28,1,6,216,204
28,3,0,69,1545
182,1,6,475,1351
182,3,592,273,979
91,1,0,151,905
91,2,93,473,668
91,3,326,173,666
464,1,8,498,93
1131,1,5,302,301
747,1,20,285,467
959,1,2,209,1595
959,2,660,955,73
959,3,799,250,1612
81,1,6,65,1618
81,2,83,100,1552
81,3,169,44,185
213,1,6,744,685
213,3,702,528,1106
652,1,2,455,1004
652,3,711,250,374
605,1,6,69,599
605,3,460,132,1658
815,1,2,171,1433
216,1,6,22,1162
216,2,181,173,227
216,3,194,172,1682
82,1,4,1131,1156
82,2,84,318,854
82,3,298,252,319
729,1,6,237,280
729,3,271,98,1372
289,1,13,277,237
289,2,198,1140,540
289,3,591,175,1005
288,1,15,559,1172
988,1,2,186,1628
408,1,2,123,642
408,2,176,189,784
408,3,576,189,1113
248,1,2,741,683
248,3,794,1140,170
151,1,2,90,1135
628,1,6,268,615
628,2,45,766,658
628,3,1283,741,1021
257,1,2,535,512
257,2,6,301,1175
257,3,819,301,261
50,1,12,72,1131
50,3,194,216,1369
596,1,6,574,385
596,2,451,588,1163
596,3,1597,739,94
116,1,2,186,1015
116,3,301,83,638
473,1,0,1,365
473,2,93,91,800
473,3,261,70,1107
535,1,2,629,1117
535,3,264,1113,204
277,1,6,559,634
277,2,242,815,1421
277,3,296,737,136
235,1,2,732,1485
235,2,49,47,1667
235,3,659,403,547
7,1,9,164,512
7,2,9,175,937
7,3,25,240,1155
25,1,2,83,75
25,2,28,569,662
25,3,96,196,1143
14,1,6,597,33
298,1,3,742,910
298,3,12,125,1081
181,1,3,144,946
181,3,194,216,1661
475,1,6,929,850
275,1,6,372,227
275,3,260,70,131
123,1,12,50,1515
123,3,428,204,1471
100,1,6,85,415
125,1,8,535,1660
125,2,65,1035,1160
125,3,12,298,29
251,1,6,100,1079
251,2,226,1286,224
251,3,800,1286,869
1,1,2,269,111
1,3,0,88,1661
278,1,6,70,493
278,3,329,433,1417
924,1,6,766,382
924,2,91,183,1443
477,1,2,1101,810
477,3,15,231,1122
16,1,2,778,1367
819,1,2,209,612
819,3,1877,732,1535
111,1,17,280,628
111,2,125,198,1328
20,1,6,569,1110
240,1,2,781,51
240,3,25,144,1088
741,1,6,47,769
741,3,1283,628,710
250,1,1,142,1673
250,3,711,217,1063
815,1,2,196,918
815,2,242,277,1322
815,3,746,231,572
476,1,2,372,637
476,3,531,805,1630
290,1,2,792,1031
290,2,51,1101,122
290,3,535,153,1029
280,1,13,277,1406
929,1,2,154,1533
929,3,1105,1053,755
1288,1,2,1051,694
1288,3,2550,1051,826
147,1,6,924,1203
147,2,161,1239,1464
147,3,512,1239,1167
405,1,3,195,1679
405,3,284,77,268
121,1,9,183,139
121,3,246,66,1619
1202,1,2,240,679
1202,2,825,1504,594
1202,3,2863,1504,1542
1079,1,12,202,1206
1051,1,2,1286,636
1051,3,98,792,15
931,1,4,405,1283
931,3,443,778,61
472,1,3,1239,980
472,3,642,417,1213
597,1,3,50,861
597,2,72,72,84
597,3,444,127,1599
258,1,6,251,573
258,2,68,204,421
258,3,271,73,940
127,1,5,4,1435
127,2,138,217,1382
127,3,443,931,1353
742,1,5,198,795
742,3,14,4,927
413,1,2,70,500
153,1,5,792,172
153,3,536,290,235
95,1,1,1,1017
95,3,96,393,188
191,1,6,20,398
191,2,188,357,7
173,1,10,473,1374
173,2,181,209,188
173,3,326,91,1524
527,1,6,14,1049
527,3,316,552,1649
144,1,4,89,843
144,3,25,240,1658
642,1,6,949,916
642,3,794,248,440
174,1,1,176,1150
174,2,84,423,690
174,3,193,50,612
357,1,6,278,948
357,2,188,191,317
433,1,2,1140,1143
433,3,712,217,149
17,1,5,232,1189
17,3,64,815,613
462,1,8,20,1222
55,1,3,248,938
367,1,8,428,690
483,1,6,70,367
629,1,2,781,1439
209,1,2,1051,1516
209,2,181,173,920
133,1,8,535,1242
133,2,143,132,1027
1039,1,6,1194,565
1039,2,85,83,961
168,1,2,709,56
168,2,9,175,504
168,3,534,153,1238
132,1,10,477,1288
132,2,143,133,1253
171,1,2,1288,397
382,1,2,248,621
640,1,6,1053,290
640,3,1066,1075,27
183,1,15,559,1233
183,2,91,89,1345
183,3,16,176,776
652,1,6,66,805
652,3,56,473,101
732,1,2,345,86
732,3,16,183,709
4,1,5,55,1334
4,2,6,257,481
4,3,13,77,712
204,1,1,210,837
204,2,68,258,1118
204,3,670,386,1164
208,1,2,158,1353
208,3,248,66,446
707,1,6,196,1458
707,2,69,70,442
707,3,999,552,778
83,1,8,1053,1402
83,2,85,1039,1071
83,3,301,116,1490
11,1,6,357,110
70,1,8,709,513
70,2,69,707,97
70,3,260,275,987
724,1,8,988,1540
724,3,795,248,667
216,1,6,77,167
216,2,181,209,509
216,3,194,50,1676
1053,1,6,821,260
1053,3,1105,929,1681
234,1,6,85,545
234,2,84,423,1587
234,3,56,473,602
231,1,1,1503,1362
231,2,49,47,630
231,3,15,477,101
1035,1,2,988,212
1035,2,65,66,887
588,1,0,189,1107
588,2,451,596,302
588,3,496,142,359
44,1,6,232,4
44,3,169,1113,1230
101,1,0,189,343
202,1,2,949,1277
792,1,2,186,1476
792,2,15,805,1285
792,3,794,248,396
428,1,2,394,113
721,1,2,476,1004
721,2,44,268,1158
721,3,1223,433,78
1075,1,6,597,1089
1075,3,1554,737,263
96,1,9,552,1137
96,2,98,164,130
96,3,343,195,352
423,1,9,235,588
423,2,84,210,445
737,1,8,155,1423
737,3,296,800,227
47,1,2,741,917
47,2,49,403,516
47,3,180,761,1617
91,1,12,1133,694
91,2,93,473,493
91,3,326,173,658
175,1,6,741,755
175,2,9,168,1283
175,3,592,628,753
372,1,6,191,1444
1286,1,2,204,513
1286,2,226,251,599
1286,3,800,251,1000
739,1,2,658,1433
739,3,1597,596,363
1101,1,6,269,1294
1101,2,51,290,1256
1101,3,155,451,1135
709,1,6,1119,1456
781,1,2,216,1310
781,3,536,732,685
22,1,6,269,779
381,1,2,821,134
73,1,2,85,1388
73,3,270,742,705
77,1,6,462,783
77,3,13,25,516
746,1,9,554,1435
746,3,110,931,1529
169,1,0,240,300
169,2,176,189,669
169,3,576,408,850
97,1,6,85,195
97,3,347,121,808
636,1,9,175,1317
636,2,433,800,62
636,3,1689,1133,547
90,1,2,47,1144
85,1,2,433,1485
85,3,308,345,780
189,1,1,1133,1415
189,2,176,169,1288
189,3,576,169,680
89,1,4,96,1042
89,2,91,924,1151
89,3,193,174,1139
154,1,2,372,39
154,2,168,168,444
154,3,534,168,703
57,1,12,50,1042
57,3,219,198,330
167,1,2,95,858
167,3,573,476,515
217,1,15,413,1680
217,2,138,127,876
217,3,197,1140,883
158,1,1,1091,1634
658,1,2,949,1542
196,1,6,88,1456
196,3,96,393,253
403,1,1,924,289
403,2,49,231,1635
403,3,745,231,667
66,1,6,761,578
66,2,65,125,334
66,3,248,208,827
1140,1,6,11,902
1140,2,198,289,224
1140,3,794,642,1250
164,1,9,552,406
164,2,98,176,1374
164,3,566,195,1498
761,1,6,1286,13
761,3,180,47,1632
155,1,8,133,1281
155,3,153,40,505
1194,1,6,628,796
88,1,2,766,399
88,3,0,1,896
42,1,2,382,397
42,2,44,721,597
766,1,6,14,785
766,2,45,628,1523
766,3,96,196,1674
379,1,3,554,1652
747,1,20,189,1627
198,1,6,1140,1110
198,2,125,111,1507
198,3,219,57,24
955,1,6,66,646
955,3,647,196,459
451,1,8,125,822
451,3,155,40,350
417,1,1,403,1380
417,3,642,472,1664
72,1,2,428,58
72,2,72,597,1468
778,1,2,382,511
778,3,443,127,1071
1119,1,6,83,473
1119,3,671,204,106
559,1,6,125,1046
559,3,329,433,440
1503,1,1,417,806
1503,3,2551,1053,612
1113,1,6,258,204
1113,3,169,44,554
574,1,6,277,490
1133,1,1,1091,721
1133,3,1689,636,1511
402,1,12,1091,1184
402,3,153,40,793
569,1,6,596,1133
569,2,28,25,365
569,3,746,231,284
396,1,5,85,918
396,3,1135,821,625
393,1,2,737,1335
393,3,96,766,859
184,1,2,1140,1128
184,3,616,477,1474
800,1,15,559,1274
800,2,433,636,1633
800,3,296,277,946
821,1,6,642,479
821,3,1135,396,1178
195,1,3,554,1083
195,2,98,96,1237
195,3,342,597,1326
232,1,6,11,1242
34,1,5,100,851
394,1,2,778,1516
394,3,869,278,190
142,1,0,91,1186
142,3,496,588,945
40,1,6,198,986
40,3,153,402,1112
1091,1,1,1,1380
949,1,2,1288,1451
738,1,6,251,826
738,3,648,196,165
186,1,2,83,916
186,3,376,248,646
1504,1,2,25,1467
1504,2,825,1202,204
1504,3,2863,1202,394
386,1,2,202,315
386,2,6,257,297
386,3,670,204,1302
554,1,9,7,1008
554,3,346,97,1052
552,1,15,379,1454
552,3,999,707,369
210,1,1,250,968
210,2,84,234,77
210,3,193,181,1477
1239,1,2,367,247
1239,2,161,147,1141
1239,3,1877,732,464
99,1,0,169,1149
99,2,102,432,907
432,1,12,101,940
432,2,103,99,1403
805,1,2,42,166
805,2,15,792,897
805,3,531,476,993
969,1,2,652,1293
176,1,3,181,213
176,2,98,195,535
176,3,16,732,936
269,1,6,462,1014
301,1,1,1503,1355
301,2,6,386,1520
301,3,104,1101,148
340,1,6,483,383
1014,1,2,34,662
211,1,2,154,1261
211,2,125,198,228
272,1,6,1075,111
272,3,787,268,514
268,1,6,483,388
268,2,44,721,1120
268,3,787,272,1608
345,1,2,167,489
345,2,15,805,1039
345,3,308,85,957
304,1,6,523,560
304,3,914,582,869
258,1,6,54,890
258,2,68,69,489
258,3,271,98,378
325,1,6,58,1451
325,3,145,282,636
243,1,10,929,908
243,3,1,1,1100
125,1,8,483,346
125,3,12,546,1602
276,1,6,470,983
276,3,864,748,1414
742,1,4,685,714
742,2,31,28,1030
742,3,109,28,767
410,1,2,892,1675
410,3,665,465,1345
151,1,2,243,910
25,1,2,820,1237
25,3,96,95,455
117,1,3,210,1262
117,3,416,276,51
121,1,3,161,61
121,3,298,82,530
118,1,6,22,573
118,2,131,568,969
118,3,420,173,718
225,1,0,432,1292
225,2,207,432,319
225,3,736,443,1480
1060,1,1,241,400
1,1,1,121,923
1,3,0,88,1062
455,1,3,147,154
455,3,92,495,1471
148,1,4,385,1606
148,3,164,692,1079
222,1,9,96,942
924,1,1,135,456
924,2,91,89,710
924,3,167,43,735
7,1,9,423,866
7,3,25,840,883
147,1,6,501,24
147,3,513,282,871
685,1,1,679,718
685,3,235,470,127
717,1,6,54,1013
717,3,554,265,965
756,1,2,495,322
756,2,460,609,616
756,3,375,609,979
473,1,10,622,523
473,2,93,91,346
473,3,56,234,72
840,1,6,143,1219
840,3,25,7,288
826,1,3,380,631
826,3,934,313,799
841,1,2,196,206
841,3,750,685,188
596,1,6,597,892
596,2,450,588,1607
596,3,266,71,1231
760,1,9,176,572
363,1,5,673,300
363,3,35,9,884
930,1,6,54,789
930,2,80,79,574
930,3,713,568,874
411,1,8,202,205
411,2,66,294,3
411,3,1164,597,608
597,1,6,107,167
597,2,72,72,926
597,3,342,385,87
1049,1,2,69,1153
1049,3,535,385,1666
929,1,6,527,1021
313,1,6,365,1409
313,2,98,385,234
313,3,934,826,362
288,1,15,443,1005
748,1,1,420,1224
748,3,110,148,561
294,1,12,431,1601
294,2,66,411,1653
294,3,112,72,830
286,1,6,365,1414
286,3,149,58,1117
323,1,1,679,650
323,3,343,141,906
984,1,3,597,1406
984,2,378,470,738
984,3,166,43,182
245,1,6,559,897
245,3,193,89,163
9,1,6,88,1001
9,3,35,363,1392
196,1,6,239,799
196,3,96,393,1040
892,1,2,410,1629
892,3,96,393,1531
890,1,3,472,371
358,1,3,50,1585
358,3,154,685,36
758,1,4,363,413
820,1,1,685,237
820,3,1035,358,398
405,1,1,265,65
405,2,77,447,974
405,3,284,161,1566
112,1,10,420,990
123,1,2,140,260
123,3,428,204,293
546,1,3,568,531
546,3,12,56,867
282,1,5,673,1282
282,3,208,54,17
15,1,6,717,801
15,3,56,473,1296
280,1,16,58,852
472,1,1,234,1308
472,3,642,193,808
107,1,6,313,703
107,3,207,54,1201
228,1,3,984,246
228,2,208,227,2
228,3,741,229,894
568,1,1,204,1213
568,2,131,118,484
568,3,145,282,963
22,1,6,365,1022
22,2,25,392,1224
45,1,2,140,1652
265,1,3,54,1380
265,3,641,193,453
692,1,6,470,987
692,2,181,173,765
692,3,428,123,586
135,1,1,380,1499
135,2,150,188,298
230,1,9,892,922
230,2,209,229,1380
230,3,744,229,1331
50,1,3,174,1
50,3,192,172,560
528,1,16,191,695
528,3,702,276,1146
483,1,11,188,1411
174,1,3,431,1310
174,2,84,234,300
174,3,193,89,1193
205,1,6,15,1054
432,1,12,123,407
432,2,207,225,615
318,1,6,596,94
318,2,84,210,940
318,3,149,58,924
28,1,1,568,754
28,2,31,742,1468
28,3,109,742,1379
357,1,6,325,1378
357,2,188,191,986
588,1,12,99,1427
588,2,450,596,1427
143,1,13,193,1478
143,3,499,419,14
79,1,3,229,1679
79,2,80,930,1612
79,3,193,50,31
673,1,4,7,1107
673,2,26,218,889
673,3,715,549,737
191,1,6,717,1051
191,2,188,357,1346
172,1,3,68,159
172,3,193,50,1385
183,1,9,229,1633
183,2,91,924,1013
183,3,16,176,468
173,1,1,95,27
173,2,181,692,740
173,3,420,294,1406
88,1,6,161,490
88,3,0,28,67
69,1,6,318,562
69,2,68,204,107
69,3,257,393,1354
89,1,9,204,1382
89,2,91,924,449
89,3,193,50,1610
478,1,8,45,1491
478,3,477,496,1512
204,1,1,1,838
204,2,68,258,1426
204,3,428,692,1289
195,1,3,176,1550
195,2,98,313,365
195,3,342,141,1089
169,1,2,378,644
392,1,6,15,1498
392,2,25,22,439
392,3,270,742,921
462,1,6,196,377
56,1,6,179,1416
56,3,12,451,1108
99,1,12,365,1464
99,2,102,432,1664
208,1,2,411,608
496,1,6,515,358
496,3,477,478,899
8,1,2,151,1555
98,1,6,929,280
98,3,271,258,1578
210,1,12,496,1089
210,2,84,318,759
210,3,415,431,821
161,1,3,176,451
161,3,284,405,1379
95,1,1,140,1051
95,3,96,892,601
431,1,3,265,623
431,3,415,117,353
451,1,8,402,347
451,3,12,125,177
227,1,9,7,311
227,2,208,228,269
227,3,741,229,1281
402,1,12,294,1617
402,3,165,43,1012
179,1,6,147,1254
179,2,150,188,1456
495,1,2,243,182
495,3,92,455,1276
465,1,6,559,438
465,3,665,410,332
188,1,6,45,763
188,2,150,135,1489
193,1,1,151,1451
193,3,417,117,234
660,1,6,22,490
660,3,168,313,639
419,1,10,91,847
419,3,499,143,103
423,1,10,1049,225
423,2,84,82,1330
202,1,2,8,1631
202,3,665,410,466
58,1,6,161,1076
58,3,149,318,1410
378,1,2,419,726
141,1,4,33,247
141,2,98,195,989
141,3,342,597,1243
215,1,10,622,888
215,2,199,239,512
515,1,6,378,233
515,2,56,54,563
380,1,3,117,4
234,1,1,890,33
234,2,84,318,1667
234,3,56,473,1338
71,1,6,501,535
71,3,266,596,443
96,1,3,890,277
96,2,98,141,1653
96,3,342,385,36
218,1,4,1217,1406
218,2,26,673,1665
218,3,714,673,179
393,1,6,443,1157
393,3,96,25,1398
609,1,2,820,717
609,2,460,756,451
609,3,375,756,718
443,1,6,840,1030
443,3,736,225,568
501,1,6,28,679
501,2,349,432,646
584,1,12,431,579
1073,1,4,323,944
11,1,6,559,816
72,1,12,1091,746
72,2,72,597,318
72,3,112,294,20
549,1,1,135,1151
549,3,944,318,1440
239,1,6,125,1555
239,2,199,215,1381
239,3,643,1091,237
509,1,6,148,1046
509,3,697,241,129
33,1,5,1073,1456
33,3,125,1217,1207
523,1,5,840,690
176,1,3,685,1254
176,2,98,141,198
176,3,16,183,1515
82,1,9,222,16
82,2,84,423,351
82,3,296,582,236
527,1,6,357,800
527,3,316,465,1298
229,1,1,515,1094
229,2,209,230,703
229,3,743,228,1303
385,1,3,121,1055
385,2,98,313,391
385,3,535,1049,296
755,1,1,405,279
755,3,96,393,1412
68,1,3,840,197
582,1,8,286,1033
582,3,296,265,589
241,1,6,304,701
241,3,697,509,315
470,1,3,245,220
470,2,378,984,1436
470,3,107,118,584
622,1,10,1060,813
91,1,10,8,1216
91,2,93,473,1552
91,3,326,173,145
43,1,4,82,695
43,3,166,984,562
1091,1,1,176,1627
1091,3,643,239,1183
420,1,10,173,401
54,1,3,685,530
54,2,56,515,765
54,3,207,930,1075
559,1,6,143,1402
559,3,196,245,13
679,1,12,431,44
679,3,342,597,1022
365,1,6,1060,439
365,3,298,82,755
140,1,6,9,183
951,1,12,588,19
1217,1,3,141,416
1217,3,125,33,885
447,1,15,358,919
447,2,77,405,289
286,1,6,378,145
286,3,149,318,645
313,1,6,402,385
313,3,244,287,1660
300,1,6,245,404
300,3,711,727,284
751,1,3,470,390
751,3,4,323,972
328,1,7,380,181
328,3,270,392,1345
258,1,7,591,323
258,2,68,69,1503
294,1,12,662,437
294,3,420,332,1255
333,1,4,328,829
333,3,164,148,345
301,1,1,323,325
301,3,111,356,1076
326,1,6,191,1509
326,2,91,924,614
326,3,165,402,1082
748,1,3,380,114
748,3,110,148,494
879,1,4,555,1498
329,1,3,470,1103
329,3,441,126,1244
245,1,5,282,1662
245,3,193,300,1155
323,1,3,678,1394
323,3,4,751,467
349,1,6,678,877
349,3,795,724,393
689,1,6,724,576
689,2,423,549,1283
689,3,1582,720,388
678,1,6,193,1497
678,3,111,301,993
893,1,2,731,1045
28,1,6,126,816
28,3,107,470,1219
223,1,6,196,550
191,1,6,402,1416
178,1,6,284,184
11,1,6,924,254
526,1,6,1119,1030
69,1,6,157,938
69,2,68,258,1442
69,3,0,28,1225
1039,1,6,237,1496
97,1,6,300,1179
97,3,346,284,1256
193,1,6,215,257
591,1,6,318,779
591,3,1582,689,234
318,1,6,86,154
318,2,84,423,1456
318,3,167,924,697
86,1,6,287,1298
86,3,311,662,333
215,1,6,392,423
215,3,346,97,739
1119,1,6,193,391
1119,3,869,660,1402
528,1,13,22,405
528,3,702,276,1377
727,1,6,178,983
727,3,711,300,826
282,1,4,328,370
282,2,32,356,63
282,3,513,147,96
736,1,6,727,2
470,1,6,591,497
470,3,110,748,1369
1221,1,6,468,228
1221,3,1881,731,506
724,1,6,300,540
724,3,795,349,1068
237,1,2,949,379
237,3,284,77,66
332,1,6,237,1509
332,3,207,349,1477
196,1,6,22,502
423,1,10,301,1277
423,2,84,318,878
22,1,6,125,965
22,2,25,392,489
15,1,6,333,1128
162,1,6,148,480
147,1,6,287,414
147,3,513,282,583
924,1,6,196,1435
924,2,91,326,1508
924,3,167,318,349
655,1,1,526,582
662,1,6,949,420
662,3,311,86,1260
699,1,6,1039,1362
699,3,712,387,156
660,1,6,332,768
660,3,1029,356,205
126,1,6,276,908
126,3,440,1221,478
222,1,9,258,1128
378,1,2,731,1135
277,1,6,191,135
277,3,296,582,1057
704,1,6,689,1520
356,1,5,178,369
356,2,32,282,13
356,3,111,678,115
402,1,6,356,306
402,2,326,720,63
402,3,165,326,455
731,1,6,147,1494
731,3,1881,1221,692
77,1,6,526,756
77,3,13,620,434
387,1,6,526,1450
387,3,697,676,1263
720,1,8,582,1145
720,2,326,402,734
720,3,1582,591,1607
676,1,6,318,379
676,3,712,387,1102
125,1,6,662,779
125,3,437,157,708
157,1,6,332,1052
157,3,437,125,63
549,1,1,655,611
549,2,423,689,1109
549,3,944,318,923
555,1,6,196,986
555,3,12,125,1223
582,1,6,365,386
582,3,296,277,396
468,1,6,689,1614
686,1,6,258,550
686,3,346,284,1029
949,1,6,329,1047
620,1,5,282,1409
620,3,13,77,850
846,1,8,724,228
846,3,746,387,1464
276,1,6,215,539
276,3,864,748,453
284,1,6,470,535
284,3,346,97,1500
26,1,6,333,912
392,1,6,676,1431
392,2,25,22,36
392,3,270,328,1450
287,1,6,223,1199
287,3,244,313,966
148,1,4,686,58
148,3,110,470,506
380,1,1,655,939
380,3,967,328,680
365,1,7,333,1012
258,1,6,1286,226
258,2,68,69,1209
258,3,821,619,809
286,1,6,273,1095
286,3,149,318,1212
302,1,6,654,785
302,3,208,85,1561
269,1,6,302,472
872,1,6,381,420
872,3,1888,1218,77
288,1,7,603,536
288,2,200,219,305
288,3,138,319,220
319,1,2,81,77
319,2,15,517,253
319,3,138,288,480
324,1,4,260,1128
324,3,246,121,35
321,1,5,98,1555
262,1,6,156,1494
270,1,6,31,843
333,1,6,137,796
333,3,33,9,942
340,1,6,268,548
340,3,290,79,1651
259,1,2,792,528
259,3,426,122,490
294,1,2,123,867
294,2,66,411,1123
294,3,112,780,868
268,1,6,236,1275
268,2,44,42,1367
268,3,789,721,1345
328,1,4,82,404
328,2,73,73,1547
328,3,270,73,1033
334,1,4,185,977
334,2,55,458,1022
334,3,33,875,32
873,1,2,284,111
873,3,108,939,1593
264,1,9,179,546
245,1,6,501,1032
245,3,196,559,911
875,1,6,46,116
875,3,33,9,22
260,1,15,17,643
260,3,296,277,917
100,1,6,239,202
100,2,83,81,61
956,1,2,184,676
956,3,25,240,590
153,1,2,204,1280
153,3,537,290,1414
87,1,6,979,383
87,3,316,318,1232
531,1,6,55,743
1039,1,6,54,1244
1039,2,85,83,73
1039,3,299,82,433
64,1,6,31,172
64,3,207,627,359
603,1,4,54,462
603,2,186,615,1233
603,3,477,479,374
474,1,2,259,1419
474,2,150,179,799
435,1,13,531,967
435,2,190,194,336
435,3,1228,1118,1672
124,1,6,1153,422
179,1,6,596,202
179,2,150,200,472
221,1,6,8,1496
221,3,726,960,1483
204,1,2,502,978
204,2,68,69,114
204,3,428,952,1463
318,1,6,164,1681
318,2,84,234,1091
318,3,944,744,406
1097,1,6,97,354
174,1,3,210,974
174,2,84,423,649
174,3,193,210,217
127,1,6,143,706
127,2,138,187,83
127,3,282,187,78
480,1,3,291,307
480,2,186,479,988
56,1,6,591,95
56,2,5,156,955
56,3,12,875,935
427,1,6,778,1162
98,1,6,47,34
98,2,100,735,1650
98,3,271,729,576
479,1,4,77,1383
479,2,186,603,1418
479,3,477,603,1600
507,1,6,71,1217
507,3,443,778,64
173,1,1,28,1023
173,2,181,209,107
173,3,420,651,723
525,1,7,328,1617
525,3,861,484,1163
741,1,5,12,240
741,3,838,762,1013
216,1,8,631,325
216,2,181,692,679
216,3,194,181,939
491,1,8,69,1217
491,2,384,483,1093
491,3,478,483,1321
187,1,5,273,286
187,2,138,127,1624
187,3,592,673,1678
514,1,8,1097,1410
514,2,15,13,462
514,3,530,517,1221
357,1,6,1335,108
357,2,188,508,309
210,1,12,919,356
210,2,84,423,890
210,3,193,172,949
28,1,6,87,1190
28,2,31,742,1616
28,3,109,742,1049
194,1,6,462,554
194,2,190,435,129
194,3,643,239,996
223,1,6,31,833
223,3,728,334,1126
116,1,2,235,1198
116,3,301,83,564
693,1,6,302,144
693,2,26,23,1544
693,3,336,182,686
156,1,6,872,552
156,2,5,56,1512
156,3,66,582,891
425,1,2,739,576
425,2,11,9,399
425,3,188,64,742
483,1,8,872,589
483,2,384,491,719
483,3,861,484,131
96,1,4,1046,1617
96,2,98,141,1427
96,3,342,141,760
164,1,6,156,1644
164,2,98,141,889
164,3,566,195,201
17,1,3,385,1251
17,2,4,33,1357
17,3,66,461,247
847,1,6,1335,390
9,1,5,44,938
9,2,11,425,946
9,3,33,334,561
183,1,9,109,455
183,3,16,1109,885
81,1,6,161,728
81,2,82,238,1608
81,3,169,44,1398
50,1,3,455,1117
